,회사명,KCGS_종합등급,KCGS_환경,KCGS_사회,KCGS_지배구조,한국ESG연구소,Moody's,MSCI,S&P,연도
1595,세방,C,C,C,B,-,-,-,-,2023
1596,세방전지,B,B+,B,B,-,-,-,-,2020
1597,세방전지,B,B,B,B+,A,-,-,26,2021
1598,세방전지,C,B,C,C,B+,-,-,30,2022
1599,세방전지,C,B,C,C,A,-,-,30,2023
1600,세아베스틸지주,B,B,B,B+,-,-,-,-,2020
1601,세아베스틸지주,B+,B+,B,B+,-,-,-,2,2021
1602,세아베스틸지주,C,C,B,B,-,-,-,5,2022
1603,세아베스틸지주,C,C,B,B,-,-,-,5,2023
1604,세아제강,B,B,B+,B,-,-,-,-,2020
1605,세아제강,B+,B+,B+,B+,-,-,-,-,2021
1606,세아제강,B+,B,B+,B+,-,-,-,21,2022
1607,세아제강,B+,B,B+,B+,-,-,-,21,2023
1608,세아제강지주,B,C,B,B,-,-,-,-,2020
1609,세아제강지주,B+,B+,B+,B+,-,-,-,-,2021
1610,세아제강지주,B,B,B+,B,-,-,-,5,2022
1611,세아제강지주,B,B,B+,B,-,-,-,5,2023
1612,세아특수강,B,B,C,B,-,-,-,-,2020
1613,세아특수강,B+,B+,B+,B+,-,-,-,-,2021
1614,세아특수강,B+,C,B+,A,-,-,-,-,2022
1615,세아특수강,B+,C,B+,A,-,-,-,-,2023
1616,세아홀딩스,B,C,B,B+,-,-,-,-,2020
1617,세아홀딩스,B+,B+,B+,B+,-,-,-,-,2021
1618,세아홀딩스,C,C,B+,C,-,-,-,-,2022
1619,세아홀딩스,C,C,B+,C,-,-,-,-,2023
1620,세우글로벌,C,B,C,C,-,-,-,-,2020
1621,세우글로벌,D,D,C,D,-,-,-,-,2021
1622,세우글로벌,D,D,D,D,-,-,-,-,2022
1623,세우글로벌,D,D,D,D,-,-,-,-,2023
1624,세원이앤씨,B,B,B,B,-,-,-,-,2020
1625,세원이앤씨,C,D,C,B,-,-,-,1,2021
1626,세원이앤씨,D,D,C,D,-,-,-,2,2022
1627,세원이앤씨,D,D,C,D,-,-,-,2,2023
1628,세원정공,C,C,B+,D,-,-,-,-,2020
1629,세원정공,C,C,B,C,-,-,-,-,2021
1630,세원정공,D,D,C,D,-,-,-,-,2022
1631,세원정공,D,D,C,D,-,-,-,-,2023
1632,세이브존I&C,C,D,B,C,-,-,-,-,2020
1633,세이브존I&C,C,D,C,B,-,-,-,-,2021
1634,세이브존I&C,C,D,C,C,-,-,-,-,2022
1635,세이브존I&C,C,D,C,C,-,-,-,-,2023
1636,세종공업,C,B,B+,C,-,-,-,-,2020
1637,세종공업,B,B,B,B,-,-,-,-,2021
1638,세종공업,C,D,B,D,-,-,-,-,2022
1639,세종공업,C,D,B,D,-,-,-,-,2023
1640,세진중공업,B,D,B+,B+,-,-,-,-,2020
1641,세진중공업,C,C,C,B+,-,-,-,-,2021
1642,세진중공업,D,D,D,C,-,-,-,-,2022
1643,세진중공업,D,D,D,C,-,-,-,-,2023
1644,셀트리온,B+,B,B,B+,-,-,B,-,2020
1645,셀트리온,B,C,B+,B+,B+,-,B,10,2021
1646,셀트리온,B,C,B+,B,B+,17,CCC,11,2022
1647,셀트리온,B,C,B+,B,B+,17,CCC,11,2023
1648,솔루스첨단소재,-,-,-,-,-,-,-,-,2020
1649,솔루스첨단소재,B,D,B,B+,-,-,-,2,2021
1650,솔루스첨단소재,C,D,C,B,-,16,-,4,2022
1651,솔루스첨단소재,C,D,C,B,-,16,-,4,2023
1652,솔루엠,-,-,-,-,-,-,-,-,2020
1653,솔루엠,-,-,-,-,-,-,-,-,2021
1654,솔루엠,-,-,-,-,-,-,-,3,2022
1655,솔루엠,-,-,-,-,-,-,-,3,2023
1656,송원산업,B,B+,B+,C,-,-,-,-,2020
1657,송원산업,C,B,B,C,-,-,-,15,2021
1658,송원산업,D,C,C,D,-,-,-,20,2022
1659,송원산업,D,C,C,D,-,-,-,20,2023
1660,수산중공업,B,B,B,B,-,-,-,-,2020
1661,수산중공업,C,D,C,B+,-,-,-,-,2021
1662,수산중공업,D,D,D,C,-,-,-,-,2022
1663,수산중공업,D,D,D,C,-,-,-,-,2023
1664,스틱인베스트먼트,B,D,B,B+,-,-,-,-,2020
1665,스틱인베스트먼트,C,D,C,B+,-,-,-,-,2021
1666,스틱인베스트먼트,C,D,C,B+,-,-,-,-,2022
1667,스틱인베스트먼트,C,D,C,B+,-,-,-,-,2023
1668,시디즈,C,D,C,B,-,-,-,-,2020
1669,시디즈,C,C,C,C,-,-,-,-,2021
1670,시디즈,C,D,C,C,-,-,-,-,2022
1671,시디즈,C,D,C,C,-,-,-,-,2023
1672,시알홀딩스,C,B,B,C,-,-,-,-,2020
1673,시알홀딩스,B,B,B,B,-,-,-,-,2021
1674,시알홀딩스,D,C,C,D,-,-,-,3,2022
1675,시알홀딩스,D,C,C,D,-,-,-,3,2023
1676,신대양제지,C,C,C,C,-,-,-,-,2020
1677,신대양제지,C,C,C,B,-,-,-,-,2021
1678,신대양제지,D,D,C,D,-,-,-,-,2022
1679,신대양제지,D,D,C,D,-,-,-,-,2023
1680,신도리코,B,B,B+,B,-,-,-,-,2020
1681,신도리코,C,C,C,B+,-,-,-,3,2021
1682,신도리코,C,C,D,B+,-,-,-,3,2022
1683,신도리코,C,C,D,B+,-,-,-,3,2023
1684,신라교역,C,D,C,B,-,-,-,-,2020
1685,신라교역,C,D,D,B+,-,-,-,-,2021
1686,신라교역,D,D,D,C,-,-,-,-,2022
1687,신라교역,D,D,D,C,-,-,-,-,2023
1688,신성이엔지,C,C,C,B,-,-,-,-,2020
1689,신성이엔지,B,B,C,B+,-,-,-,4,2021
1690,신성이엔지,D,D,C,C,-,-,-,4,2022
1691,신성이엔지,D,D,C,C,-,-,-,4,2023
1692,신성통상,C,C,D,C,-,-,-,-,2020
1693,신성통상,C,C,C,B,-,-,-,-,2021
1694,신성통상,D,D,D,D,-,-,-,-,2022
1695,신성통상,D,D,D,D,-,-,-,-,2023
1696,신세계,A,B+,A,A,-,-,B,-,2020
1697,신세계,A,A,A+,A,A,-,B,4,2021
1698,신세계,A,A,A+,B+,A,9,B,21,2022
1699,신세계,A,A,A+,B+,A,24,B,21,2023
1700,신세계I&C,B+,B,B+,B+,-,-,-,-,2020
1701,신세계I&C,B+,B,B+,A,-,-,-,11,2021
1702,신세계I&C,B+,B+,A,B+,-,-,-,15,2022
1703,신세계I&C,B+,B+,A,B+,-,-,-,15,2023
1704,신세계건설,B,C,B,B+,-,-,-,-,2020
1705,신세계건설,B+,C,A,A,-,-,-,-,2021
1706,신세계건설,B+,B,A,B+,-,-,-,-,2022
1707,신세계건설,B+,B,A,B+,-,-,-,-,2023
1708,신세계인터내셔날,A,B,A,A,-,-,-,-,2020
1709,신세계인터내셔날,A,B+,A,A,B+,-,-,3,2021
1710,신세계인터내셔날,B+,C,B+,B+,B+,-,-,3,2022
1711,신세계인터내셔날,B+,C,B+,B+,B+,-,-,3,2023
1712,신세계푸드,B+,B,B+,B+,-,-,-,-,2020
1713,신세계푸드,A,B+,A,A,-,-,-,3,2021
1714,신세계푸드,B,C,B+,B+,-,-,-,5,2022
1715,신세계푸드,B,C,B+,B+,-,-,-,5,2023
1716,신송홀딩스,B,D,B,B+,-,-,-,-,2020
1717,신송홀딩스,C,D,C,B,-,-,-,-,2021
1718,신송홀딩스,D,D,D,C,-,-,-,-,2022
1719,신송홀딩스,D,D,D,C,-,-,-,-,2023
1720,신영와코루,C,D,B,C,-,-,-,-,2020
1721,신영와코루,C,D,B,B,-,-,-,-,2021
1722,신영와코루,D,D,D,D,-,-,-,-,2022
1723,신영와코루,D,D,D,D,-,-,-,-,2023
1724,신영증권,B,D,B,B+,-,-,-,-,2020
1725,신영증권,B,D,C,B+,-,-,-,-,2021
1726,신영증권,B+,C,B+,B+,-,-,-,-,2022
1727,신영증권,B+,C,B+,B+,-,-,-,-,2023
1728,신원,D,D,C,C,-,-,-,-,2020
1729,신원,C,D,B,B,-,-,-,-,2021
1730,신원,D,D,C,C,-,-,-,4,2022
1731,신원,D,D,C,C,-,-,-,4,2023
1732,신일전자,C,D,C,B,-,-,-,-,2020
1733,신일전자,C,D,D,B+,-,-,-,2,2021
1734,신일전자,D,D,D,D,-,-,-,2,2022
1735,신일전자,D,D,D,D,-,-,-,2,2023
1736,신풍,B,B+,C,B,-,-,-,-,2020
1737,신풍,B+,B,B,B+,-,-,-,-,2021
1738,신풍,D,D,D,C,-,-,-,-,2022
1739,신풍,D,D,D,C,-,-,-,-,2023
1740,신풍제약,B,D,B,B+,-,-,B,-,2020
1741,신풍제약,B,D,B,B+,B,-,B,6,2021
1742,신풍제약,D,D,C,D,B,-,B,2,2022
1743,신풍제약,D,D,C,D,B,-,B,2,2023
1744,신한지주,A+,A+,A,A+,-,-,AA,-,2020
1745,신한지주,A+,A+,A+,A+,A,-,AA,84,2021
1746,신한지주,A+,A+,A+,A+,A,41,AA,87,2022
1747,신한지주,A+,A+,A+,A+,A,45,AA,87,2023
1748,신흥,B,D,B,B,-,-,-,-,2020
1749,신흥,B,D,B,B,-,-,-,-,2021
1750,신흥,D,D,C,D,-,-,-,-,2022
1751,신흥,D,D,C,D,-,-,-,-,2023
1752,쌍방울,C,D,B,C,-,-,-,-,2020
1753,쌍방울,C,D,B,C,-,-,-,1,2021
1754,쌍방울,D,D,C,D,-,-,-,4,2022
1755,쌍방울,D,D,C,D,-,-,-,4,2023
1756,쌍용씨앤이,B+,B,B+,B+,-,-,-,-,2020
1757,쌍용씨앤이,A,A,A,B+,A,-,-,22,2021
1758,쌍용씨앤이,B+,B+,B,B+,A,8,-,23,2022
1759,쌍용씨앤이,B+,B+,B,B+,A,8,-,23,2023
1760,써니전자,C,C,B,B,-,-,-,-,2020
1761,써니전자,C,C,B,B,-,-,-,-,2020
1762,써니전자,C,D,B,B,-,-,-,-,2021
1763,써니전자,D,D,D,C,-,-,-,-,2022
1764,써니전자,D,D,D,C,-,-,-,-,2023
1765,쎌마테라퓨틱스,C,D,C,C,-,-,-,-,2020
1766,쎌마테라퓨틱스,D,D,C,D,-,-,-,-,2021
1767,쎌마테라퓨틱스,D,D,D,D,-,-,-,-,2022
1768,쎌마테라퓨틱스,D,D,D,D,-,-,-,-,2023
1769,씨아이테크,C,D,C,C,-,-,-,-,2020
1770,씨아이테크,C,D,C,C,-,-,-,-,2021
1771,씨아이테크,D,D,D,D,-,-,-,-,2022
1772,씨아이테크,D,D,D,D,-,-,-,-,2023
1773,씨에스윈드,B,B,C,B,-,-,-,-,2020
1774,씨에스윈드,B,B,C,B+,B+,-,-,1,2021
1775,씨에스윈드,C,C,B,C,B+,-,-,1,2022
1776,씨에스윈드,C,C,B,C,B+,-,-,1,2023
1777,씨티알모빌리티,-,-,-,-,-,-,-,-,2020
1778,씨티알모빌리티,B,D,B,B+,-,-,-,-,2021
1779,씨티알모빌리티,B,D,B,B+,-,-,-,-,2022
1780,씨티알모빌리티,B,D,B,B+,-,-,-,-,2023
1781,아남전자,C,C,C,C,-,-,-,-,2020
1782,아남전자,C,C,C,B,-,-,-,5,2021
1783,아남전자,D,D,C,D,-,-,-,3,2022
1784,아남전자,D,D,C,D,-,-,-,3,2023
1785,아모레퍼시픽,A,A,A+,A,-,-,A,-,2020
1786,아모레퍼시픽,A,A,A+,A,A+,-,A,79,2021
1787,아모레퍼시픽,A,A,A+,A,A+,39,A,81,2022
1788,아모레퍼시픽,A,A,A+,A,A+,39,A,81,2023
1789,아모레퍼시픽그룹,A,A,A+,A,-,-,AA,-,2020
1790,아모레퍼시픽그룹,A,A,A+,A,A,-,AA,31,2021
1791,아모레퍼시픽그룹,A,A,A+,B+,A,38,AA,34,2022
1792,아모레퍼시픽그룹,A,A,A+,B+,A,38,AA,34,2023
1793,아세아,C,C,B,C,-,-,-,-,2020
1794,아세아,B+,B,B+,B+,-,-,-,-,2021
1795,아세아,B+,B,B+,B+,-,-,-,-,2022
1796,아세아,B+,B,B+,B+,-,-,-,-,2023
1797,아세아시멘트,B+,B+,B+,B,-,-,-,-,2020
1798,아세아시멘트,B+,B+,B+,B,-,-,-,13,2021
1799,아세아시멘트,C,B,B+,C,-,-,-,18,2022
1800,아세아시멘트,C,B,B+,C,-,-,-,18,2023
1801,아세아제지,B,C,B+,B,-,-,-,8,2021
1802,아세아제지,C,C,B+,D,-,-,-,20,2022
1803,아세아제지,C,C,B+,D,-,-,-,20,2023
1804,아센디오,C,D,B,C,-,-,-,-,2020
1805,아센디오,C,D,D,B,-,-,-,-,2021
1806,아센디오,D,D,D,D,-,-,-,-,2022
1807,아센디오,D,D,D,D,-,-,-,-,2023
1808,아시아나IDT,C,D,B,C,-,-,-,-,2020
1809,아시아나IDT,D,B,C,D,-,-,-,-,2021
1810,아시아나IDT,C,D,C,C,-,-,-,-,2022
1811,아시아나IDT,C,D,C,C,-,-,-,-,2023
1812,아시아나항공,C,B+,B+,D,-,-,-,-,2020
1813,아시아나항공,C,B+,A,D,B+,-,-,5,2021
1814,아시아나항공,B,B+,A,C,A,-,-,4,2022
1815,아시아나항공,B,B+,A,C,B+,-,-,4,2023
1816,아이마켓코리아,B,D,B,B+,-,-,-,-,2020
1817,아이마켓코리아,B,D,B+,B+,-,-,-,7,2021
1818,아이마켓코리아,C,D,B+,C,-,-,-,6,2022
1819,아이마켓코리아,C,D,B+,C,-,-,-,6,2023
1820,아이에스동서,B,B,B,B+,-,-,-,-,2020
1821,아이에스동서,B+,B,B+,B+,B+,-,-,1,2021
1822,아이에스동서,B+,B,A,B+,B+,-,-,21,2022
1823,아이에스동서,B+,B,A,B+,B+,-,-,21,2023
1824,아이에이치큐,B,D,B,B+,-,-,-,-,2020
1825,아이에이치큐,C,D,C,B,-,-,-,2,2021
1826,아이에이치큐,D,D,D,D,-,-,-,2,2022
1827,아이에이치큐,D,D,D,D,-,-,-,2,2023
1828,알루코,B,B,B,B,-,-,-,-,2020
1829,알루코,C,C,D,B,-,-,-,1,2021
1830,알루코,D,D,C,D,-,-,-,2,2022
1831,알루코,D,D,C,D,-,-,-,2,2023
1832,애경산업,B,C,B+,B,-,-,-,-,2020
1833,애경산업,A,B+,A+,B+,-,-,-,7,2021
1834,애경산업,A,B+,A+,B+,-,-,-,7,2022
1835,애경산업,A,B+,A+,B+,-,-,-,7,2023
1836,애경케미칼,B,B+,C,B,-,-,-,-,2020
1837,애경케미칼,B,B,C,B,-,-,-,5,2021
1838,애경케미칼,B+,B+,A,B+,-,-,-,10,2022
1839,애경케미칼,B+,B+,A,B+,-,-,-,10,2023
1840,에넥스,B,B,B+,B,-,-,-,-,2020
1841,에넥스,B,C,B,B,-,-,-,-,2021
1842,에넥스,C,D,C,C,-,-,-,-,2022
1843,에넥스,C,D,C,C,-,-,-,-,2023
1844,에스디바이오센서,-,-,-,-,-,-,-,-,2020
1845,에스디바이오센서,-,-,-,-,-,-,-,7,2021
1846,에스디바이오센서,-,-,-,-,B,-,CCC,6,2022
1847,에스디바이오센서,-,-,-,-,B,-,CCC,6,2023
1848,에스엘,C,B,B+,D,-,-,-,-,2020
1849,에스엘,B+,B+,B+,B+,A,-,-,9,2021
1850,에스엘,B+,B,B+,B+,A,-,-,28,2022
1851,에스엘,B+,B,B+,B+,A,-,-,28,2023
1852,에스엠벡셀,C,C,C,C,-,-,-,-,2020
1853,에스엠벡셀,C,C,C,C,-,-,-,-,2021
1854,에스엠벡셀,D,D,D,D,-,-,-,-,2022
1855,에스엠벡셀,D,D,D,D,-,-,-,-,2023
1856,에스원,B+,B,A,B+,-,-,B,-,2020
1857,에스원,A,B,A,A,B+,-,BB,5,2021
1858,에스원,B+,B+,A,B,A,34,BB,37,2022
1859,에스원,B+,B+,A,B,A,34,BB,37,2023
1860,에스제이엠,C,C,B,C,-,-,-,-,2020
1861,에스제이엠,B,C,B,B+,-,-,-,-,2021
1862,에스제이엠,D,D,C,C,-,-,-,-,2022
1863,에스제이엠,D,D,C,C,-,-,-,-,2023
1864,에스제이엠홀딩스,B,C,B,B,-,-,-,-,2020
1865,에스제이엠홀딩스,B,C,B,B,-,-,-,-,2021
1866,에스제이엠홀딩스,C,D,C,C,-,-,-,-,2022
1867,에스제이엠홀딩스,C,D,C,C,-,-,-,-,2023
1868,에스케이바이오팜,-,-,-,-,-,-,N/A,-,2020
1869,에스케이바이오팜,-,-,-,-,A,-,BBB,7,2021
1870,에스케이바이오팜,A,B+,A,A,A,-,BBB,52,2022
1871,에스케이바이오팜,A,B+,A,A,A,-,BBB,52,2023
1872,에쓰씨엔지니어링,C,C,B,B,-,-,-,-,2020
1873,에쓰씨엔지니어링,C,C,C,B,-,-,-,-,2021
1874,에쓰씨엔지니어링,D,D,D,D,-,-,-,-,2022
1875,에쓰씨엔지니어링,D,D,D,D,-,-,-,-,2023
1876,에어부산,C,C,B+,C,-,-,-,-,2020
1877,에어부산,C,C,B,D,-,-,-,-,2021
1878,에어부산,D,C,C,D,-,-,-,-,2022
1879,에어부산,D,C,C,D,-,-,-,-,2023
1880,에이블씨엔씨,C,D,B,C,-,-,-,-,2020
1881,에이블씨엔씨,B+,C,B+,B+,-,-,-,14,2021
1882,에이블씨엔씨,B,D,B,B,-,-,-,13,2022
1883,에이블씨엔씨,B,D,B,B,-,-,-,13,2023
1884,에이엔피,C,B,C,C,-,-,-,-,2020
1885,에이엔피,C,C,C,B,-,-,-,-,2021
1886,에이엔피,D,D,D,D,-,-,-,-,2022
1887,에이엔피,D,D,D,D,-,-,-,-,2023
1888,에이프로젠,C,C,D,C,-,-,-,-,2020
1889,에이프로젠,C,D,C,C,-,-,-,-,2021
1890,에이프로젠,D,D,D,D,-,-,-,-,2022
1891,에이프로젠,D,D,D,D,-,-,-,-,2023
1892,에이프로젠바이오로직스,C,D,C,C,-,-,-,-,2020
1893,에이프로젠바이오로직스,C,D,C,C,-,-,-,5,2021
1894,에이프로젠바이오로직스,D,D,D,D,-,-,-,7,2022
1895,에이프로젠바이오로직스,D,D,D,D,-,-,-,7,2023
1896,에이플러스에셋,-,-,-,-,-,-,-,-,2020
1897,에이플러스에셋,-,-,-,-,-,-,-,-,2021
1898,에이플러스에셋,D,D,D,C,-,-,-,-,2022
1899,에이플러스에셋,D,D,D,C,-,-,-,-,2023
1900,엔씨소프트,B+,D,B+,A,-,-,BBB,-,2020
1901,엔씨소프트,A,B+,A,A,A,-,A,16,2021
1902,엔씨소프트,A,B+,A,A,A,19,AA,41,2022
1903,엔씨소프트,A,B+,A,A,A,19,AA,41,2023
1904,엔에이치엔,B,D,B+,B+,-,-,-,-,2020
1905,엔에이치엔,B+,C,A,A,-,-,-,5,2021
1906,엔에이치엔,A,B+,A,A,-,16,-,6,2022
1907,엔에이치엔,A,B+,A,A,-,29,-,6,2023
1908,엔케이,C,B,C,C,-,-,-,-,2020
1909,엔케이,C,B,C,C,-,-,-,-,2021
1910,엔케이,D,D,D,D,-,-,-,-,2022
1911,엔케이,D,D,D,D,-,-,-,-,2023
1912,엔피씨,C,C,C,C,-,-,-,-,2020
1913,엔피씨,C,C,D,C,-,-,-,-,2021
1914,엔피씨,D,D,C,D,-,-,-,-,2022
1915,엔피씨,D,D,C,D,-,-,-,-,2023
1916,엘브이엠씨,-,-,-,-,-,-,-,-,2020
1917,엘브이엠씨,-,-,-,-,-,-,-,-,2021
1918,엘브이엠씨,D,D,D,C,-,-,-,-,2022
1919,엘브이엠씨,D,D,D,C,-,-,-,-,2023
1920,엘에스일렉트릭,A,B+,A+,B+,-,-,-,-,2020
1921,엘에스일렉트릭,A,B+,A+,B+,A+,-,-,20,2021
1922,엘에스일렉트릭,A,B+,A,A,A,-,-,33,2022
1923,엘에스일렉트릭,A,B+,A,A,A,-,-,33,2023
1924,엠씨넥스,-,-,-,-,-,-,-,-,2020
1925,엠씨넥스,C,C,B,B,-,-,-,5,2021
1926,엠씨넥스,C,C,B,B,-,-,-,7,2022
1927,엠씨넥스,C,C,B,B,-,-,-,7,2023
1928,영보화학,B,B,B,B,-,-,-,-,2020
1929,영보화학,B,B,C,B,-,-,-,-,2021
1930,영보화학,D,C,C,D,-,-,-,-,2022
1931,영보화학,D,C,C,D,-,-,-,-,2023
1932,영원무역,B,D,B,B+,-,-,-,-,2020
1933,영원무역,B+,B+,B+,B+,B+,-,-,7,2021
1934,영원무역,B+,C,B+,B+,B,-,-,10,2022
1935,영원무역,B+,C,B+,B+,B,-,-,10,2023
1936,영원무역홀딩스,B,D,B,B,-,-,-,-,2020
1937,영원무역홀딩스,A,B+,B+,A,-,-,-,-,2021
1938,영원무역홀딩스,C,C,B+,C,-,-,-,-,2022
1939,영원무역홀딩스,C,C,B+,C,-,-,-,-,2023
1940,영진약품,B,D,B+,B+,-,-,-,-,2020
1941,영진약품,B+,B+,A,B+,B+,-,-,6,2021
1942,영진약품,B+,B+,B+,B,B+,-,-,7,2022
1943,영진약품,B+,B+,B+,B,B+,-,-,7,2023
1944,영풍,C,D,B,D,-,-,-,-,2020
1945,영풍,C,D,C,B+,B,-,-,3,2021
1946,영풍,B,C,B+,B,B,-,-,4,2022
1947,영풍,B,C,B+,B,B+,-,-,4,2023
1948,영풍제지,B,B,C,B,-,-,-,-,2020
1949,영풍제지,B,B,C,B,-,-,-,-,2021
1950,영풍제지,D,C,D,D,-,-,-,-,2022
1951,영풍제지,D,C,D,D,-,-,-,-,2023
1952,영화금속,B,B,C,B,-,-,-,-,2020
1953,영화금속,C,C,C,B+,-,-,-,-,2021
1954,영화금속,D,D,D,C,-,-,-,-,2022
1955,영화금속,D,D,D,C,-,-,-,-,2023
1956,영흥,B,C,B,B+,-,-,-,-,2020
1957,영흥,B,C,B,B+,-,-,-,-,2021
1958,영흥,C,D,D,B,-,-,-,-,2022
1959,영흥,C,D,D,B,-,-,-,-,2023
1960,예스코홀딩스,B,D,B+,B+,-,-,-,-,2020
1961,예스코홀딩스,B+,B,B+,B+,-,-,-,-,2021
1962,예스코홀딩스,B+,B,B+,B+,-,-,-,-,2021
1963,예스코홀딩스,B,C,B,B,-,-,-,-,2022
1964,예스코홀딩스,B,C,B,B,-,-,-,-,2023
1965,오뚜기,B+,B+,A,B,-,-,B,-,2020
1966,오뚜기,A,B+,A+,B+,A,-,B,16,2021
1967,오뚜기,C,C,B+,C,B+,22,B,8,2022
1968,오뚜기,C,C,B+,C,B+,22,B,8,2023
1969,오리엔트바이오,C,B,B,C,-,-,-,-,2020
1970,오리엔트바이오,C,D,C,C,-,-,-,-,2021
1971,오리엔트바이오,D,D,D,D,-,-,-,5,2022
1972,오리엔트바이오,D,D,D,D,-,-,-,5,2023
1973,오리온,B+,B,B+,A,-,-,B,-,2020
1974,오리온,A,A,A,B+,A,-,B,1,2021
1975,오리온,A,B+,A,A,A,23,B,14,2022
1976,오리온,A,B+,A,A,A,23,B,14,2023
1977,오리온홀딩스,B+,C,B+,A,-,-,-,-,2020
1978,오리온홀딩스,A,A,A,A,A,-,-,3,2021
1979,오리온홀딩스,A,B+,A,A,A,-,-,6,2022
1980,오리온홀딩스,A,B+,A,A,A,-,-,6,2023
1981,와이투솔루션,D,C,C,D,-,-,-,-,2020
1982,와이투솔루션,D,C,C,D,-,-,-,-,2021
1983,와이투솔루션,D,D,D,C,-,-,-,3,2022
1984,와이투솔루션,D,D,D,C,-,-,-,3,2023
1985,용평리조트,B,C,B,B,-,-,-,-,2020
1986,용평리조트,C,C,C,B,-,-,-,-,2021
1987,용평리조트,D,C,D,D,-,-,-,-,2022
1988,용평리조트,D,C,D,D,-,-,-,-,2023
1989,우리금융지주,B+,B+,B+,B+,-,-,BBB,-,2020
1990,우리금융지주,A,A+,A+,A,B+,-,AA,78,2021
1991,우리금융지주,A,A,A+,B+,A,45,AA,82,2022
1992,우리금융지주,A,A,A+,B+,A,45,AA,82,2023
1993,우리종금,B,D,B,B,-,-,-,-,2020
1994,우리종금,B,D,B+,B,-,-,-,4,2021
1995,우리종금,B,C,B,B+,-,-,-,5,2022
1996,우리종금,B,C,B,B+,-,-,-,5,2023
1997,우성,C,D,C,C,-,-,-,-,2020
1998,우성,C,D,C,B+,-,-,-,-,2021
1999,우성,C,D,C,B,-,-,-,-,2022
2000,우성,C,D,C,B,-,-,-,-,2023
2001,우신시스템,B+,B,B,B+,-,-,-,-,2020
2002,우신시스템,D,D,D,C,-,-,-,-,2022
2003,우신시스템,D,D,D,C,-,-,-,-,2022
2004,우신시스템,D,D,D,C,-,-,-,-,2023
2005,우진,B+,B,B,B+,-,-,-,-,2020
2006,우진,B,C,C,B+,-,-,-,-,2021
2007,우진,C,D,C,B,-,-,-,-,2022
2008,우진,C,D,C,B,-,-,-,-,2023
2009,우진아이엔에스,C,C,C,B+,-,-,-,-,2020
2010,우진아이엔에스,C,C,C,B+,-,-,-,-,2021
2011,우진아이엔에스,C,D,D,B,-,-,-,-,2022
2012,우진아이엔에스,C,D,D,B,-,-,-,-,2023
2013,우진플라임,B,B,B,B,-,-,-,-,2020
2014,우진플라임,B,B,C,B,-,-,-,-,2021
2015,우진플라임,D,D,D,D,-,-,-,-,2022
2016,우진플라임,D,D,D,D,-,-,-,-,2023
2017,웅진,B,D,B,B+,-,-,-,-,2020
2018,웅진,B,D,B+,B+,-,-,-,-,2021
2019,웅진,C,C,B+,C,-,-,-,-,2022
2020,웅진,C,C,B+,C,-,-,-,-,2023
2021,웅진씽크빅,B,D,B,B,-,-,-,-,2020
2022,웅진씽크빅,B+,B,A,B+,-,-,-,2,2021
2023,웅진씽크빅,B+,C,B+,B+,-,-,-,11,2022
2024,웅진씽크빅,B+,C,B+,B+,-,-,-,11,2023
2025,원림,C,D,B,C,-,-,-,-,2020
2026,원림,C,D,B,B,-,-,-,-,2021
2027,원림,D,D,D,C,-,-,-,-,2022
2028,원림,D,D,D,C,-,-,-,-,2023
2029,웰바이오텍,B,D,B,B,-,-,-,-,2020
2030,웰바이오텍,B,D,B,B,-,-,-,-,2021
2031,웰바이오텍,D,D,D,D,-,-,-,-,2022
2032,웰바이오텍,D,D,D,D,-,-,-,-,2023
2033,윌비스,C,D,C,C,-,-,-,-,2020
2034,윌비스,C,D,D,B+,-,-,-,-,2021
2035,윌비스,D,D,D,C,-,-,-,-,2022
2036,윌비스,D,D,D,C,-,-,-,-,2023
2037,유나이티드,B,B,B+,B,-,-,-,-,2020
2038,유나이티드,B,C,B,B+,-,-,-,7,2021
2039,유나이티드,B,C,C,B+,-,-,-,7,2022
2040,유나이티드,B,C,C,B+,-,-,-,7,2023
2041,유니드,B,B,B,B,-,-,-,-,2020
2042,유니드,B+,B,B+,B+,-,-,-,6,2021
2043,유니드,B,C,B+,B,-,-,-,11,2023
2044,유니드,B,C,B+,B,-,-,-,11,2023
2045,유니온,C,C,B,C,-,-,-,-,2020
2046,유니온,B,B,B,B,-,-,-,-,2021
2047,유니온,C,C,C,B,-,-,-,-,2022
2048,유니온,C,C,C,B,-,-,-,-,2023
2049,유니온,C,C,C,B,-,-,-,-,2023
2050,유니온머티리얼,B,B,B,B,-,-,-,-,2020
2051,유니온머티리얼,B,B,C,B,-,-,-,-,2021
2052,유니온머티리얼,D,D,D,C,-,-,-,-,2022
2053,유니온머티리얼,D,D,D,C,-,-,-,-,2023
2054,유니온머티리얼,D,D,D,C,-,-,-,-,2023
2055,유니켐,B,B,C,B,-,-,-,-,2020
2056,유니켐,B,C,C,B+,-,-,-,-,2021
2057,유니켐,D,D,D,D,-,-,-,-,2022
2058,유니켐,D,D,D,D,-,-,-,-,2023
2059,유니켐,D,D,D,D,-,-,-,-,2023
2060,유니퀘스트,B,D,C,B+,-,-,-,-,2020
2061,유니퀘스트,B,B,C,B+,-,-,-,-,2021
2062,유니퀘스트,D,D,D,D,-,-,-,-,2022
2063,유니퀘스트,D,D,D,D,-,-,-,-,2023
