,회사명,KCGS_종합등급,KCGS_환경,KCGS_사회,KCGS_지배구조,한국ESG연구소,Moody's,MSCI,S&P,연도
3006,현대미포조선,A,A,A+,A,A+,-,-,15,2021
3007,현대미포조선,B+,B+,A,B+,A,27,BB,35,2022
3008,현대미포조선,B+,B+,A,B+,A,27,BB,35,2023
3009,현대백화점,A,B+,A,A,-,-,CCC,-,2020
3010,현대백화점,A,A,A+,A,A+,-,CCC,9,2021
3011,현대백화점,A,A,A,A,A,13,CCC,12,2022
3012,현대백화점,A,A,A,A,A,13,CCC,12,2023
3013,현대비앤지스틸,B+,B+,A,B+,-,-,-,-,2020
3014,현대비앤지스틸,A,B+,A+,B+,-,-,-,-,2021
3015,현대비앤지스틸,C,B+,B+,D,-,-,-,-,2022
3016,현대비앤지스틸,C,B+,B+,D,-,-,-,-,2023
3017,현대약품,B,B,B+,B,-,-,-,-,2020
3018,현대약품,B,C,B,B+,-,-,-,-,2021
3019,현대약품,D,D,C,D,-,-,-,-,2022
3020,현대약품,D,D,C,D,-,-,-,-,2023
3021,현대엘리베이터,A,B+,A,A,-,-,-,-,2020
3022,현대엘리베이터,A,B+,A,A,A,-,-,17,2021
3023,현대엘리베이터,B,C,B,B,B,-,-,14,2022
3024,현대엘리베이터,B,C,B,B,B,-,-,14,2023
3025,현대오토에버,-,-,-,-,-,-,-,-,2020
3026,현대오토에버,A,A,A+,A,-,-,-,27,2021
3027,현대오토에버,B+,B+,A,B+,-,-,-,37,2022
3028,현대오토에버,B+,B+,A,B+,-,-,-,37,2023
3029,현대위아,A,A,A+,A,-,-,-,-,2020
3030,현대위아,A,A,A+,A,A+,-,-,44,2021
3031,현대위아,A,A,A,B+,A+,25,-,37,2022
3032,현대위아,A,A,A,B+,A+,25,-,37,2023
3033,현대자동차,A,A,A+,A,-,-,B,-,2020
3034,현대자동차,A,A,A,A,B+,-,B,78,2021
3035,현대자동차,B+,A,B+,B,A,35,B,77,2022
3036,현대자동차,B+,A,B+,B,A,35,B,77,2023
3037,현대제철,B+,B+,B,B+,-,-,CCC,-,2020
3038,현대제철,B+,B+,B+,A,A,-,CCC,77,2021
3039,현대제철,A,A,A,B+,A,35,B,77,2022
3040,현대제철,A,A,A,B+,A,46,B,77,2023
3041,현대지에프홀딩스,A,B+,A,A,-,-,-,-,2020
3042,현대지에프홀딩스,A,A,A,A,A,-,-,9,2022
3043,현대지에프홀딩스,A,A,A,A,B+,-,-,9,2023
3044,현대차증권,A,B,A+,A,-,-,-,-,2020
3045,현대차증권,A,B+,A+,A,-,-,-,5,2021
3046,현대차증권,A,B+,A+,B+,-,-,-,7,2022
3047,현대차증권,A,B+,A+,B+,-,-,-,7,2023
3048,현대코퍼레이션,B,D,B,B,-,-,-,-,2020
3049,현대코퍼레이션,B+,B+,A,B+,-,-,-,9,2021
3050,현대코퍼레이션,B,C,B,B,-,-,-,8,2022
3051,현대코퍼레이션,B,C,B,B,-,-,-,8,2023
3052,현대코퍼레이션홀딩스,C,D,C,B,-,-,-,-,2020
3053,현대코퍼레이션홀딩스,B+,C,A,B+,-,-,-,-,2021
3054,현대코퍼레이션홀딩스,B,C,B,B+,-,-,-,-,2022
3055,현대코퍼레이션홀딩스,B,C,B,B+,-,-,-,-,2023
3056,현대퓨처넷,B+,C,A,A,-,-,-,-,2020
3057,현대퓨처넷,B+,C,A,A,-,-,-,-,2021
3058,현대퓨처넷,A,A,A,A,-,-,-,-,2022
3059,현대퓨처넷,A,A,A,A,-,-,-,-,2023
3060,현대해상,A,B+,A,A,-,-,A,-,2020
3061,현대해상,A,A,A+,A,A,-,A,26,2021
3062,현대해상,B+,A,A,B+,A,32,A,22,2022
3063,현대해상,B+,A,A,B+,A,32,A,22,2023
3064,현대홈쇼핑,A,A,A,A,-,-,-,-,2020
3065,현대홈쇼핑,A,A,A+,A,A+,-,-,7,2021
3066,현대홈쇼핑,A,A,A+,A,A,-,-,29,2022
3067,현대홈쇼핑,A,A,A+,A,A,-,-,29,2023
3068,형지엘리트,C,D,B,C,-,-,-,-,2020
3069,형지엘리트,C,D,B,B,-,-,-,-,2021
3070,형지엘리트,D,D,C,D,-,-,-,-,2022
3071,형지엘리트,D,D,C,D,-,-,-,-,2023
3072,혜인,C,B,C,C,-,-,-,-,2020
3073,혜인,B,B,B,B,-,-,-,-,2021
3074,혜인,D,D,D,D,-,-,-,-,2022
3075,혜인,D,D,D,D,-,-,-,-,2023
3076,호전실업,C,D,C,B+,-,-,-,-,2020
3077,호전실업,C,D,C,B+,-,-,-,-,2021
3078,호전실업,D,D,D,C,-,-,-,-,2022
3079,호전실업,D,D,D,C,-,-,-,-,2023
3080,호텔신라,A,A,A,A,-,-,BB,-,2020
3081,호텔신라,A,B+,A+,A,B+,-,B,4,2021
3082,호텔신라,A,B+,A,A,B+,14,BB,6,2022
3083,호텔신라,A,B+,A,A,B+,14,BB,6,2023
3084,화성산업,B,C,B,B+,-,-,-,-,2020
3085,화성산업,B,C,B+,B+,-,-,-,6,2021
3086,화성산업,B,C,B+,B,-,-,-,5,2022
3087,화성산업,B,C,B+,B,-,-,-,5,2023
3088,화승엔터프라이즈,B+,B+,B,A,-,-,-,-,2020
3089,화승엔터프라이즈,B+,B,B+,A,B+,-,-,-,2021
3090,화승엔터프라이즈,B+,B,B,A,B,-,-,-,2022
3091,화승엔터프라이즈,B+,B,B,A,B,-,-,-,2023
3092,화승인더스트리,B,B,B,B+,-,-,-,-,2020
3093,화승인더스트리,B+,B,B+,A,-,-,-,-,2021
3094,화승인더스트리,C,C,C,B+,-,-,-,-,2022
3095,화승인더스트리,C,C,C,B+,-,-,-,-,2023
3096,화승코퍼레이션,B+,B+,B,B+,-,-,-,-,2020
3097,화승코퍼레이션,B+,B+,B,B+,-,-,-,-,2021
3098,화승코퍼레이션,C,C,C,B,-,-,-,-,2022
3099,화승코퍼레이션,C,C,C,B,-,-,-,-,2023
3100,화신,C,D,B+,B,-,-,-,-,2020
3101,화신,B+,B+,A,B+,-,-,-,-,2021
3102,화신,C,C,A,C,-,-,-,-,2022
3103,화신,C,C,A,C,-,-,-,-,2023
3104,화인베스틸,B,B,C,B,-,-,-,-,2020
3105,화인베스틸,B,B,C,B,-,-,-,-,2021
3106,화인베스틸,D,C,D,D,-,-,-,-,2022
3107,화인베스틸,D,C,D,D,-,-,-,-,2023
3108,화천기계,C,B,B,C,-,-,-,-,2020
3109,화천기계,C,D,C,B,-,-,-,-,2021
3110,화천기계,D,D,D,D,-,-,-,-,2022
3111,화천기계,D,D,D,D,-,-,-,-,2023
3112,화천기공,C,D,C,B,-,-,-,-,2020
3113,화천기공,B,D,B,B+,-,-,-,-,2021
3114,화천기공,D,D,D,C,-,-,-,-,2022
3115,화천기공,D,D,D,C,-,-,-,-,2023
3116,환인제약,B,D,B+,B+,-,-,-,-,2020
3117,환인제약,B,D,B,B+,-,-,-,8,2021
3118,환인제약,B,D,B+,B+,-,-,-,9,2022
3119,환인제약,B,D,B+,B+,-,-,-,9,2023
3120,황금에스티,D,D,C,C,-,-,-,-,2020
3121,황금에스티,D,D,C,C,-,-,-,-,2020
3122,황금에스티,C,D,C,B,-,-,-,-,2021
3123,황금에스티,C,D,D,B,-,-,-,-,2022
3124,황금에스티,C,D,D,B,-,-,-,-,2023
3125,효성,B+,A,A+,B,-,-,-,-,2020
3126,효성,A,A,A+,B+,A,-,-,27,2021
3127,효성,B+,A,A+,B,A,-,-,29,2022
3128,효성,B+,A,A+,B,A,-,-,29,2023
3129,효성 ITX,B+,C,B+,B+,-,-,-,-,2020
3130,효성 ITX,B+,C,B+,B+,-,-,-,-,2021
3131,효성 ITX,B+,B,A,B+,-,-,-,-,2022
3132,효성 ITX,B+,B,A,B+,-,-,-,-,2023
3133,효성중공업,A,A,A+,A,-,-,-,-,2020
3134,효성중공업,A,A,A+,A,-,-,-,19,2021
3135,효성중공업,A,A,A+,B+,-,-,-,24,2022
3136,효성중공업,A,A,A+,B+,-,-,-,24,2023
3137,효성첨단소재,A+,A+,A+,A,-,-,-,-,2020
3138,효성첨단소재,A,A,A+,A,S,-,-,22,2021
3139,효성첨단소재,A,B+,A+,A,A+,-,-,36,2022
3140,효성첨단소재,A,B+,A+,A,A,-,-,36,2023
3141,효성티앤씨,A+,A+,A+,A,-,-,-,-,2020
3142,효성티앤씨,A,A,A+,A,S,-,-,24,2021
3143,효성티앤씨,A,A,A+,B+,A,-,-,27,2022
3144,효성티앤씨,A,A,A+,B+,A,-,-,27,2023
3145,효성화학,A+,A+,A+,A,-,-,-,-,2020
3146,효성화학,A,A,A+,A,-,-,-,23,2021
3147,효성화학,A,A,A+,B+,-,-,-,29,2022
3148,효성화학,A,A,A+,B+,-,-,-,29,2023
3149,후성,C,B,C,C,-,-,-,-,2020
3150,후성,B+,A,B,B,A,-,-,5,2021
3151,후성,B,B,B+,B,B+,-,-,7,2022
3152,후성,B,B,B+,B,B+,-,-,7,2023
3153,휠라홀딩스,B+,B,B+,B+,-,-,BB,-,2020
3154,휠라홀딩스,A,B+,A+,A,S,-,BB,34,2021
3155,휠라홀딩스,B+,B,A,B+,A,24,BB,40,2022
3156,휠라홀딩스,B+,B,A,B+,A,24,BB,40,2023
3157,휴니드테크놀러지스,C,C,B,B,-,-,-,-,2020
3158,휴니드테크놀러지스,B,C,B+,B+,-,-,-,-,2021
3159,휴니드테크놀러지스,D,D,C,C,-,-,-,-,2022
3160,휴니드테크놀러지스,D,D,C,C,-,-,-,-,2023
3161,휴비스,A,B+,A+,A,-,-,-,5,2021
3162,휴비스,B+,B+,A,B+,-,-,-,6,2022
3163,휴비스,B+,B+,A,B+,-,-,-,6,2023
3164,휴스틸,C,B,B,C,-,-,-,-,2020
3165,휴스틸,C,C,C,B,-,-,-,-,2021
3166,휴스틸,D,D,D,C,-,-,-,-,2022
3167,휴스틸,D,D,D,C,-,-,-,-,2023
3168,흥국화재,B,D,A,B,-,-,-,-,2020
3169,흥국화재,B+,B,A,B,-,-,-,-,2021
3170,흥국화재,B+,C,B+,B+,-,-,-,-,2022
3171,흥국화재,B+,C,B+,B+,-,-,-,-,2023
3172,흥아해운,D,D,C,D,-,-,-,-,2020
3173,흥아해운,D,D,C,D,-,-,-,-,2021
3174,흥아해운,C,C,B,C,-,-,-,-,2022
3175,흥아해운,C,C,B,C,-,-,-,-,2023
